count,faces,points,x-range,y-range
426,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[159, 163], [159, 74], [301, 148], [301, 59], [340, 404], [340, 315], [197, 419], [197, 330]]",181,360
427,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[157, 163], [157, 74], [302, 148], [302, 59], [342, 404], [342, 315], [197, 419], [197, 330]]",185,360
428,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[153, 164], [153, 75], [300, 141], [300, 53], [345, 390], [345, 301], [197, 412], [197, 324]]",192,359
429,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[152, 160], [152, 72], [300, 137], [300, 48], [342, 391], [342, 303], [194, 414], [194, 326]]",190,366
430,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 160], [158, 72], [304, 138], [304, 50], [343, 391], [343, 303], [197, 413], [197, 324]]",185,363
431,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 157], [158, 68], [305, 140], [305, 51], [344, 396], [344, 308], [197, 413], [197, 324]]",186,362
432,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 157], [158, 68], [304, 135], [304, 46], [343, 391], [343, 303], [197, 413], [197, 324]]",185,367
433,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 157], [158, 69], [306, 136], [306, 47], [345, 391], [345, 303], [197, 413], [197, 324]]",187,366
434,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[157, 158], [157, 69], [306, 136], [306, 48], [346, 391], [346, 303], [197, 413], [197, 324]]",189,365
435,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 160], [158, 72], [307, 138], [307, 49], [346, 391], [346, 302], [197, 413], [197, 324]]",188,364
436,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 161], [158, 72], [312, 139], [312, 51], [352, 396], [352, 307], [197, 417], [197, 329]]",194,366
437,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[151, 164], [151, 76], [305, 139], [305, 51], [361, 395], [361, 306], [207, 420], [207, 332]]",210,369
438,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[150, 174], [150, 85], [302, 131], [302, 42], [357, 379], [357, 291], [205, 422], [205, 334]]",207,380
439,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 175], [144, 87], [295, 130], [295, 41], [362, 375], [362, 286], [212, 420], [212, 332]]",218,379
440,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 175], [144, 87], [295, 130], [295, 41], [362, 375], [362, 286], [212, 420], [212, 332]]",218,379
441,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 175], [144, 87], [295, 130], [295, 41], [362, 375], [362, 286], [212, 420], [212, 332]]",218,379
442,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[150, 177], [150, 89], [294, 123], [294, 34], [361, 364], [361, 276], [217, 419], [217, 330]]",211,385
443,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[152, 182], [152, 94], [287, 126], [287, 37], [359, 363], [359, 275], [224, 420], [224, 332]]",207,383
444,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[145, 171], [145, 82], [288, 126], [288, 37], [361, 369], [361, 280], [218, 414], [218, 325]]",216,377
445,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[145, 171], [145, 82], [288, 126], [288, 37], [361, 369], [361, 280], [218, 414], [218, 325]]",216,377
446,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[145, 171], [145, 82], [288, 126], [288, 37], [361, 369], [361, 280], [218, 414], [218, 325]]",216,377
447,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[145, 171], [145, 82], [288, 126], [288, 37], [361, 369], [361, 280], [218, 414], [218, 325]]",216,377
448,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[145, 171], [145, 82], [288, 126], [288, 37], [361, 369], [361, 280], [218, 414], [218, 325]]",216,377
449,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 167], [144, 79], [289, 120], [289, 32], [362, 364], [362, 275], [217, 410], [217, 322]]",218,378
450,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 194], [139, 111], [276, 118], [276, 36], [370, 341], [370, 258], [234, 416], [234, 333]]",231,380
451,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 191], [144, 108], [276, 116], [276, 33], [370, 341], [370, 258], [239, 416], [239, 333]]",226,383
452,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 191], [144, 108], [275, 115], [275, 32], [370, 341], [370, 258], [239, 416], [239, 333]]",226,384
453,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[147, 191], [147, 108], [276, 116], [276, 33], [370, 341], [370, 258], [242, 416], [242, 333]]",223,383
454,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[147, 191], [147, 108], [272, 113], [272, 30], [368, 330], [368, 247], [242, 409], [242, 326]]",221,379
455,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[150, 195], [150, 112], [269, 110], [269, 27], [368, 323], [368, 241], [249, 409], [249, 326]]",218,382
456,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[147, 192], [147, 109], [272, 108], [272, 26], [369, 321], [369, 238], [244, 405], [244, 322]]",222,379
457,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[149, 194], [149, 111], [270, 105], [270, 22], [370, 316], [370, 233], [248, 405], [248, 322]]",221,383
458,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[149, 189], [149, 106], [270, 101], [270, 18], [370, 315], [370, 232], [249, 403], [249, 320]]",221,385
459,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[149, 188], [149, 106], [272, 101], [272, 18], [370, 314], [370, 231], [247, 402], [247, 319]]",221,384
460,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 187], [143, 104], [268, 102], [268, 19], [369, 313], [369, 230], [244, 398], [244, 315]]",226,379
461,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 186], [143, 103], [268, 101], [268, 18], [369, 313], [369, 230], [244, 398], [244, 315]]",226,380
462,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 184], [143, 101], [268, 99], [268, 16], [369, 313], [369, 230], [244, 398], [244, 315]]",226,382
463,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[140, 186], [140, 103], [264, 101], [264, 18], [369, 313], [369, 230], [245, 398], [245, 315]]",229,380
464,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[147, 180], [147, 97], [264, 96], [264, 13], [370, 309], [370, 226], [252, 393], [252, 311]]",223,380
465,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 186], [143, 103], [262, 93], [262, 10], [365, 301], [365, 218], [246, 393], [246, 311]]",222,383
466,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 186], [143, 103], [262, 93], [262, 10], [365, 301], [365, 218], [246, 393], [246, 311]]",222,383
467,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 186], [143, 103], [262, 93], [262, 10], [365, 301], [365, 218], [246, 393], [246, 311]]",222,383
468,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[141, 183], [141, 101], [260, 91], [260, 8], [365, 301], [365, 218], [246, 393], [246, 311]]",224,385
469,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 181], [139, 98], [258, 88], [258, 5], [365, 301], [365, 218], [246, 393], [246, 311]]",226,388
470,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[141, 179], [141, 96], [264, 86], [264, 3], [363, 299], [363, 216], [239, 392], [239, 309]]",222,389
471,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[140, 178], [140, 95], [263, 85], [263, 2], [363, 299], [363, 216], [239, 392], [239, 309]]",223,390
472,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[136, 174], [136, 91], [259, 81], [259, -1], [363, 299], [363, 216], [239, 392], [239, 309]]",227,393
473,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 181], [132, 98], [252, 88], [252, 5], [361, 298], [361, 215], [240, 390], [240, 307]]",229,385
474,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 178], [124, 96], [249, 85], [249, 2], [361, 297], [361, 214], [236, 391], [236, 308]]",237,389
475,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 177], [124, 94], [249, 84], [249, 1], [363, 297], [363, 214], [237, 390], [237, 307]]",239,389
476,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 177], [124, 94], [252, 84], [252, 1], [365, 297], [365, 214], [237, 390], [237, 307]]",241,389
477,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 177], [124, 94], [253, 82], [253, 0], [366, 295], [366, 212], [237, 390], [237, 307]]",242,390
478,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[128, 182], [128, 99], [249, 78], [249, -4], [362, 286], [362, 203], [241, 390], [241, 307]]",234,394
479,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 175], [127, 92], [256, 80], [256, -2], [367, 291], [367, 208], [238, 386], [238, 303]]",240,388
480,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 178], [129, 96], [257, 75], [257, -7], [368, 284], [368, 201], [240, 388], [240, 305]]",239,395
481,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[136, 175], [136, 92], [259, 68], [259, -14], [370, 279], [370, 196], [246, 386], [246, 303]]",234,400
482,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[137, 166], [137, 83], [260, 63], [260, -19], [370, 279], [370, 196], [247, 381], [247, 298]]",233,400
483,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 159], [139, 76], [262, 59], [262, -23], [367, 274], [367, 191], [243, 374], [243, 291]]",228,397
484,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 163], [139, 81], [256, 47], [256, -35], [367, 255], [367, 173], [250, 372], [250, 289]]",228,407
485,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 163], [139, 81], [257, 45], [257, -37], [368, 253], [368, 170], [250, 372], [250, 289]]",229,409
486,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[134, 154], [134, 71], [253, 34], [253, -48], [368, 246], [368, 163], [248, 366], [248, 283]]",234,414
487,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[137, 151], [137, 68], [254, 31], [254, -51], [367, 240], [367, 157], [249, 360], [249, 277]]",230,411
488,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 114], [124, 31], [266, 43], [266, -39], [376, 261], [376, 178], [234, 332], [234, 249]]",252,371
489,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 107], [119, 24], [261, 36], [261, -46], [376, 261], [376, 178], [234, 332], [234, 249]]",257,378
490,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[115, 108], [115, 25], [259, 35], [259, -46], [379, 259], [379, 176], [234, 332], [234, 249]]",264,378
491,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[116, 105], [116, 23], [260, 34], [260, -48], [379, 260], [379, 177], [234, 332], [234, 249]]",263,380
492,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[116, 102], [116, 19], [257, 31], [257, -51], [376, 261], [376, 178], [234, 332], [234, 249]]",260,383
493,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[118, 100], [118, 18], [259, 30], [259, -52], [376, 261], [376, 178], [234, 332], [234, 249]]",258,384
494,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[116, 100], [116, 18], [259, 30], [259, -52], [376, 261], [376, 178], [232, 332], [232, 249]]",260,384
495,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[118, 100], [118, 18], [256, 32], [256, -50], [373, 263], [373, 180], [234, 332], [234, 249]]",255,382
496,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 123], [119, 40], [252, 29], [252, -53], [366, 240], [366, 157], [232, 334], [232, 251]]",247,387
497,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 123], [119, 40], [252, 29], [252, -53], [366, 240], [366, 157], [232, 334], [232, 251]]",247,387
498,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 123], [119, 40], [252, 29], [252, -53], [366, 240], [366, 157], [232, 334], [232, 251]]",247,387
499,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 123], [119, 40], [252, 29], [252, -53], [366, 240], [366, 157], [232, 334], [232, 251]]",247,387
500,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[117, 126], [117, 43], [252, 29], [252, -53], [366, 240], [366, 157], [230, 338], [230, 255]]",249,391
501,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[116, 127], [116, 44], [252, 29], [252, -53], [366, 240], [366, 157], [229, 338], [229, 255]]",250,391
502,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[115, 128], [115, 45], [252, 29], [252, -53], [366, 240], [366, 157], [229, 339], [229, 256]]",251,392
503,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[112, 137], [112, 54], [251, 33], [251, -49], [366, 240], [366, 157], [227, 345], [227, 262]]",254,394
504,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[104, 146], [104, 63], [244, 43], [244, -39], [367, 248], [367, 165], [226, 350], [226, 268]]",263,389
505,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[110, 123], [110, 40], [256, 52], [256, -30], [365, 275], [365, 192], [219, 347], [219, 264]]",255,377
506,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[107, 125], [107, 42], [251, 54], [251, -28], [360, 278], [360, 195], [217, 348], [217, 265]]",253,376
507,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[105, 128], [105, 45], [247, 57], [247, -25], [357, 280], [357, 197], [214, 352], [214, 269]]",252,377
508,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[104, 130], [104, 48], [247, 55], [247, -26], [356, 279], [356, 196], [213, 354], [213, 271]]",252,380
509,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[100, 147], [100, 64], [243, 63], [243, -19], [355, 280], [355, 197], [212, 364], [212, 281]]",255,383
510,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[102, 158], [102, 76], [236, 61], [236, -21], [350, 273], [350, 190], [216, 370], [216, 288]]",248,391
511,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[104, 160], [104, 77], [238, 63], [238, -19], [350, 273], [350, 190], [216, 370], [216, 288]]",246,389
512,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[98, 163], [98, 80], [236, 61], [236, -21], [350, 273], [350, 190], [212, 375], [212, 292]]",252,396
513,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[100, 166], [100, 83], [234, 70], [234, -11], [344, 281], [344, 198], [210, 377], [210, 294]]",244,388
514,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[102, 174], [102, 91], [231, 72], [231, -10], [336, 281], [336, 198], [207, 383], [207, 300]]",234,393
515,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[102, 174], [102, 91], [231, 72], [231, -10], [336, 281], [336, 198], [207, 383], [207, 300]]",234,393
516,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[102, 174], [102, 91], [231, 72], [231, -10], [336, 281], [336, 198], [207, 383], [207, 300]]",234,393
517,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[101, 179], [101, 96], [231, 72], [231, -10], [336, 281], [336, 198], [206, 388], [206, 305]]",235,398
518,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 178], [99, 95], [231, 72], [231, -10], [336, 281], [336, 198], [204, 387], [204, 304]]",237,397
519,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 174], [99, 91], [231, 72], [231, -10], [336, 281], [336, 198], [204, 383], [204, 300]]",237,393
520,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 174], [99, 91], [231, 72], [231, -10], [336, 281], [336, 198], [204, 383], [204, 300]]",237,393
521,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 174], [99, 91], [231, 72], [231, -10], [336, 281], [336, 198], [204, 383], [204, 300]]",237,393
522,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 174], [99, 91], [231, 72], [231, -10], [336, 281], [336, 198], [204, 383], [204, 300]]",237,393
523,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 171], [94, 88], [225, 69], [225, -13], [330, 278], [330, 195], [199, 380], [199, 298]]",236,393
524,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[97, 171], [97, 88], [222, 69], [222, -13], [330, 277], [330, 194], [205, 378], [205, 295]]",233,391
525,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[97, 171], [97, 88], [222, 69], [222, -13], [330, 277], [330, 194], [205, 378], [205, 295]]",233,391
526,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[97, 171], [97, 88], [222, 69], [222, -13], [330, 277], [330, 194], [205, 378], [205, 295]]",233,391
527,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[96, 168], [96, 86], [221, 67], [221, -15], [327, 269], [327, 186], [202, 370], [202, 288]]",231,385
528,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 168], [94, 85], [216, 64], [216, -18], [327, 263], [327, 180], [205, 366], [205, 283]]",233,384
529,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 164], [99, 81], [221, 65], [221, -16], [324, 263], [324, 180], [202, 362], [202, 279]]",225,378
530,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 162], [94, 79], [219, 62], [219, -20], [322, 263], [322, 180], [197, 363], [197, 280]]",228,383
531,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 170], [87, 87], [211, 64], [211, -18], [325, 253], [325, 170], [202, 358], [202, 275]]",238,376
532,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[85, 163], [85, 80], [209, 57], [209, -25], [325, 253], [325, 170], [202, 358], [202, 275]]",240,383
533,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[82, 156], [82, 73], [209, 60], [209, -21], [327, 255], [327, 172], [199, 351], [199, 268]]",245,372
534,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[84, 154], [84, 71], [210, 56], [210, -26], [322, 250], [322, 167], [196, 348], [196, 265]]",238,374
535,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[84, 159], [84, 76], [205, 54], [205, -28], [320, 246], [320, 163], [198, 351], [198, 268]]",236,379
536,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
537,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
538,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
539,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
540,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
541,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
542,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[86, 159], [86, 76], [202, 50], [202, -32], [315, 239], [315, 156], [198, 348], [198, 265]]",229,380
543,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 163], [94, 81], [202, 51], [202, -31], [312, 225], [312, 142], [204, 337], [204, 254]]",218,368
544,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 163], [94, 81], [206, 50], [206, -32], [315, 223], [315, 140], [204, 337], [204, 254]]",221,369
545,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[100, 160], [100, 78], [206, 50], [206, -32], [315, 223], [315, 140], [209, 334], [209, 251]]",215,366
546,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[100, 162], [100, 79], [209, 48], [209, -34], [318, 221], [318, 138], [209, 335], [209, 252]]",218,369
547,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[106, 160], [106, 78], [210, 45], [210, -37], [319, 220], [319, 137], [214, 335], [214, 252]]",213,372
548,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[109, 158], [109, 76], [212, 46], [212, -36], [321, 220], [321, 137], [218, 332], [218, 249]]",212,368
549,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[103, 186], [103, 103], [189, 51], [189, -31], [326, 184], [326, 101], [240, 319], [240, 236]]",223,350
550,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[103, 186], [103, 103], [189, 51], [189, -31], [326, 184], [326, 101], [240, 319], [240, 236]]",223,350
551,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[103, 186], [103, 103], [189, 51], [189, -31], [326, 184], [326, 101], [240, 319], [240, 236]]",223,350
552,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[111, 189], [111, 106], [197, 55], [197, -27], [328, 184], [328, 101], [241, 319], [241, 236]]",217,346
553,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[113, 193], [113, 111], [199, 59], [199, -23], [332, 187], [332, 104], [245, 322], [245, 239]]",219,345
